,Codigo Piloto,Aerolínea,Origen,Destino,Minutos de retraso,OnTime,Piloto
1232,43578,2,SAP,FLL,30,A,Marie Malful
1233,43578,8,MIA,SAP,0,A,Marie Malful
1234,43578,2,FLL,SAP,-50,B,Marie Malful
1235,43578,6,FLL,SAP,60,C,Marie Malful
1238,43578,4,SAP,MIA,10,A,Marie Malful
1239,43578,3,HHN,HAJ,-10,A,Marie Malful
1241,43578,6,HHN,MIA,80,C,Marie Malful
1242,43578,5,MIA,HAJ,-40,B,Marie Malful
1244,43578,9,HAJ,SAP,-10,A,Marie Malful
1245,43578,10,TEG,MIA,-40,B,Marie Malful
1246,43578,10,SAP,HAJ,-30,A,Marie Malful
1247,43578,2,MIA,FLL,-20,A,Marie Malful
1248,43578,3,SAP,MIA,0,A,Marie Malful
1249,43578,6,HHN,TEG,-50,B,Marie Malful
1250,43578,10,HAJ,HHN,0,A,Marie Malful
1251,43578,7,TEG,MIA,30,A,Marie Malful
1252,43578,5,FLL,SAP,-80,C,Marie Malful
1253,43578,9,HAJ,MIA,-30,A,Marie Malful
1255,43578,9,SAP,MIA,-20,A,Marie Malful
1256,43578,7,SAP,TEG,40,B,Marie Malful
1258,43578,10,HHN,SAP,80,C,Marie Malful
1259,43578,6,HAJ,SAP,-20,A,Marie Malful
1260,43578,7,SAP,MIA,70,C,Marie Malful
1261,43578,9,TEG,FLL,70,C,Marie Malful
1262,43578,10,FLL,HAJ,50,B,Marie Malful
1263,43578,5,HHN,TEG,-20,A,Marie Malful
1264,43578,2,HHN,MIA,10,A,Marie Malful
1265,43578,5,HAJ,FLL,30,A,Marie Malful
1266,43578,8,SAP,HAJ,-30,A,Marie Malful
1267,43578,10,FLL,HAJ,-30,A,Marie Malful
1268,43578,10,SAP,HAJ,40,B,Marie Malful
1270,43578,2,MIA,SAP,0,A,Marie Malful
1271,43578,4,HAJ,MIA,0,A,Marie Malful
1272,43578,8,TEG,SAP,-80,C,Marie Malful
1273,43578,10,HHN,MIA,-50,B,Marie Malful
1274,43578,10,MIA,SAP,-50,B,Marie Malful
1275,43578,6,SAP,MIA,10,A,Marie Malful
1276,43578,9,MIA,SAP,0,A,Marie Malful
1277,43578,7,SAP,MIA,-10,A,Marie Malful
1278,43578,3,SAP,FLL,0,A,Marie Malful
1279,43578,9,FLL,HHN,70,C,Marie Malful
1280,43578,3,SAP,HAJ,-60,C,Marie Malful
1281,43578,1,HHN,SAP,-50,B,Marie Malful
1282,43578,1,MIA,HHN,-60,C,Marie Malful
1283,43578,1,HAJ,SAP,40,B,Marie Malful
1284,43578,8,FLL,MIA,20,A,Marie Malful
1285,43578,5,SAP,FLL,-40,B,Marie Malful
1286,43578,8,SAP,HHN,-20,A,Marie Malful
1287,43578,5,MIA,HAJ,-10,A,Marie Malful
1288,43578,10,TEG,SAP,10,A,Marie Malful
1289,43578,7,TEG,HHN,-30,A,Marie Malful
1290,43578,2,HHN,HAJ,20,A,Marie Malful
1291,43578,7,SAP,TEG,-30,A,Marie Malful
1295,43578,2,HAJ,SAP,-20,A,Marie Malful
1296,43578,5,TEG,SAP,0,A,Marie Malful
1297,43578,5,HHN,MIA,10,A,Marie Malful
1298,43578,1,MIA,HAJ,-40,B,Marie Malful
1299,43578,6,SAP,TEG,-50,B,Marie Malful
1300,43578,3,FLL,MIA,20,A,Marie Malful
1301,43578,5,HAJ,TEG,10,A,Marie Malful
1302,43578,4,TEG,MIA,50,B,Marie Malful
1303,43578,5,HHN,SAP,40,B,Marie Malful
1304,43578,10,MIA,TEG,-10,A,Marie Malful
1305,43578,10,TEG,HHN,0,A,Marie Malful
1306,43578,4,FLL,SAP,-50,B,Marie Malful
1309,43578,5,SAP,HHN,-10,A,Marie Malful
1310,43578,2,SAP,MIA,30,A,Marie Malful
1311,43578,2,MIA,TEG,-10,A,Marie Malful
1312,43578,1,TEG,HHN,-30,A,Marie Malful
1313,43578,5,TEG,HHN,20,A,Marie Malful
1314,43578,4,HHN,HAJ,-70,C,Marie Malful
1316,43578,2,SAP,FLL,-30,A,Marie Malful
1317,43578,3,MIA,HAJ,-10,A,Marie Malful
1318,43578,10,FLL,SAP,-10,A,Marie Malful
1319,43578,8,HHN,MIA,-30,A,Marie Malful
1320,43578,7,HAJ,FLL,10,A,Marie Malful
1321,43578,10,SAP,FLL,0,A,Marie Malful
1322,43578,5,FLL,SAP,-50,B,Marie Malful
1323,43578,10,MIA,SAP,-50,B,Marie Malful
1324,43578,8,SAP,HAJ,10,A,Marie Malful
1325,43578,5,FLL,HAJ,-20,A,Marie Malful
1326,43578,7,SAP,TEG,30,A,Marie Malful
1327,43578,9,SAP,FLL,-20,A,Marie Malful
1328,43578,8,MIA,HAJ,-10,A,Marie Malful
1329,43578,1,HAJ,SAP,10,A,Marie Malful
1330,43578,4,TEG,SAP,0,A,Marie Malful
1331,43578,10,HHN,MIA,0,A,Marie Malful
1332,43578,5,MIA,HAJ,10,A,Marie Malful
1333,43578,9,SAP,FLL,60,C,Marie Malful
1334,43578,1,MIA,SAP,-40,B,Marie Malful
1335,43578,9,SAP,FLL,-50,B,Marie Malful
1336,43578,1,HHN,HAJ,20,A,Marie Malful
1337,43578,3,HAJ,TEG,-10,A,Marie Malful
1338,43578,3,MIA,SAP,30,A,Marie Malful
1339,43578,7,SAP,MIA,80,C,Marie Malful
1341,43578,8,FLL,SAP,10,A,Marie Malful
1343,43578,9,SAP,HAJ,10,A,Marie Malful
1346,43578,7,SAP,TEG,-20,A,Marie Malful
1347,43578,5,TEG,SAP,10,A,Marie Malful
1348,43578,8,HHN,MIA,-10,A,Marie Malful
1349,43578,5,SAP,TEG,-80,C,Marie Malful
1350,43578,10,SAP,FLL,10,A,Marie Malful
1351,43578,10,MIA,HHN,10,A,Marie Malful
1352,43578,2,TEG,SAP,80,C,Marie Malful
1353,43578,2,FLL,SAP,0,A,Marie Malful
1354,43578,1,SAP,FLL,80,C,Marie Malful
1355,43578,9,HHN,HAJ,30,A,Marie Malful
1356,43578,7,SAP,FLL,60,C,Marie Malful
1358,43578,10,MIA,FLL,0,A,Marie Malful
1359,43578,4,FLL,HAJ,-50,B,Marie Malful
1360,43578,7,HHN,HAJ,50,B,Marie Malful
1361,43578,3,HAJ,SAP,50,B,Marie Malful
1362,43578,5,SAP,MIA,10,A,Marie Malful
1363,43578,8,FLL,HAJ,-50,B,Marie Malful
1364,43578,8,HAJ,SAP,40,B,Marie Malful
1366,43578,10,HHN,FLL,-30,A,Marie Malful
1368,43578,7,SAP,TEG,60,C,Marie Malful
1369,43578,2,SAP,FLL,30,A,Marie Malful
1370,43578,5,HAJ,HHN,0,A,Marie Malful
1371,43578,9,TEG,FLL,-50,B,Marie Malful
1372,43578,5,HHN,SAP,0,A,Marie Malful
1373,43578,1,MIA,SAP,-50,B,Marie Malful
1374,43578,9,SAP,MIA,70,C,Marie Malful
1375,43578,4,MIA,TEG,-40,B,Marie Malful
1377,43578,2,HHN,MIA,-70,C,Marie Malful
1378,43578,4,HAJ,SAP,-10,A,Marie Malful
1379,43578,10,TEG,FLL,0,A,Marie Malful
1380,43578,9,FLL,SAP,20,A,Marie Malful
1381,43578,1,HAJ,MIA,30,A,Marie Malful
1382,43578,1,SAP,HAJ,-40,B,Marie Malful
1383,43578,9,HHN,MIA,20,A,Marie Malful
1384,43578,4,HAJ,FLL,0,A,Marie Malful
1385,43578,10,SAP,HHN,20,A,Marie Malful
1386,43578,7,TEG,HAJ,0,A,Marie Malful
1393,43578,3,FLL,HHN,-10,A,Marie Malful
1395,43578,7,SAP,HAJ,-70,C,Marie Malful
1397,43578,10,SAP,MIA,-30,A,Marie Malful
1398,43578,4,TEG,HAJ,-30,A,Marie Malful
1399,43578,8,FLL,SAP,50,B,Marie Malful
1401,43578,5,HHN,FLL,-20,A,Marie Malful
1402,43578,6,SAP,HAJ,10,A,Marie Malful
1403,43578,8,SAP,TEG,10,A,Marie Malful
1404,43578,1,MIA,SAP,10,A,Marie Malful
1405,43578,7,FLL,HAJ,0,A,Marie Malful
1406,43578,7,HAJ,HHN,0,A,Marie Malful
1407,43578,10,HAJ,MIA,-20,A,Marie Malful
1409,43578,8,MIA,FLL,50,B,Marie Malful
1410,43578,2,TEG,HAJ,30,A,Marie Malful
1411,43578,10,FLL,SAP,-20,A,Marie Malful
1412,43578,4,HAJ,HHN,10,A,Marie Malful
1413,43578,10,HHN,SAP,20,A,Marie Malful
1414,43578,6,HAJ,MIA,-80,C,Marie Malful
1415,43579,9,SAP,HHN,-30,A,Jonh Pierson
1416,43579,1,SAP,FLL,-40,B,Jonh Pierson
1417,43579,2,HAJ,SAP,10,A,Jonh Pierson
1419,43579,4,TEG,HAJ,-10,A,Jonh Pierson
1420,43579,1,MIA,FLL,-30,A,Jonh Pierson
1421,43579,8,SAP,TEG,70,C,Jonh Pierson
1422,43579,7,SAP,HAJ,-70,C,Jonh Pierson
1423,43579,1,SAP,FLL,-30,A,Jonh Pierson
1424,43579,9,HHN,MIA,20,A,Jonh Pierson
1425,43579,4,TEG,SAP,-10,A,Jonh Pierson
1426,43579,7,FLL,SAP,20,A,Jonh Pierson
1428,43579,9,TEG,FLL,0,A,Jonh Pierson
1429,43579,8,HHN,SAP,-50,B,Jonh Pierson
1430,43579,9,SAP,HHN,20,A,Jonh Pierson
1431,43579,2,HHN,HAJ,30,A,Jonh Pierson
1432,43579,10,TEG,SAP,40,B,Jonh Pierson
1433,43579,5,FLL,HAJ,30,A,Jonh Pierson
1434,43579,9,HAJ,FLL,30,A,Jonh Pierson
1435,43579,2,SAP,HHN,-80,C,Jonh Pierson
1436,43579,6,FLL,MIA,40,B,Jonh Pierson
1437,43579,3,FLL,HAJ,10,A,Jonh Pierson
1439,43579,3,MIA,FLL,-70,C,Jonh Pierson
1440,43579,9,TEG,SAP,-10,A,Jonh Pierson
1441,43579,4,HHN,FLL,-80,C,Jonh Pierson
1442,43579,6,FLL,MIA,0,A,Jonh Pierson
1443,43579,5,SAP,HHN,-50,B,Jonh Pierson
1444,43579,3,SAP,HAJ,10,A,Jonh Pierson
1445,43579,9,SAP,MIA,50,B,Jonh Pierson
1446,43579,10,TEG,MIA,0,A,Jonh Pierson
1447,43579,1,SAP,HHN,-10,A,Jonh Pierson
1448,43579,9,HAJ,MIA,0,A,Jonh Pierson
1449,43579,10,HAJ,HHN,50,B,Jonh Pierson
1450,43579,4,HAJ,HHN,30,A,Jonh Pierson
1451,43579,7,MIA,FLL,-60,C,Jonh Pierson
1452,43579,2,MIA,FLL,-10,A,Jonh Pierson
1453,43579,7,HHN,SAP,40,B,Jonh Pierson
1454,43579,5,HHN,SAP,-40,B,Jonh Pierson
1455,43579,3,FLL,TEG,-10,A,Jonh Pierson
1456,43579,2,FLL,SAP,20,A,Jonh Pierson
1457,43579,3,SAP,TEG,-10,A,Jonh Pierson
1460,43579,6,SAP,MIA,-40,B,Jonh Pierson
1461,43579,6,TEG,HAJ,-60,C,Jonh Pierson
1462,43579,10,MIA,SAP,-10,A,Jonh Pierson
1465,43579,2,TEG,HAJ,20,A,Jonh Pierson
1466,43579,6,MIA,SAP,-40,B,Jonh Pierson
1467,43579,1,FLL,SAP,40,B,Jonh Pierson
1468,43579,10,SAP,FLL,80,C,Jonh Pierson
1470,43579,2,FLL,HAJ,90,C,Jonh Pierson
1472,43579,9,SAP,TEG,-30,A,Jonh Pierson
1473,43579,10,MIA,SAP,-10,A,Jonh Pierson
1475,43579,3,SAP,HHN,0,A,Jonh Pierson
1476,43579,6,HAJ,SAP,-10,A,Jonh Pierson
1478,43579,5,FLL,SAP,-50,B,Jonh Pierson
1479,43579,6,TEG,SAP,-50,B,Jonh Pierson
1480,43579,8,TEG,FLL,0,A,Jonh Pierson
1481,43579,3,MIA,HAJ,0,A,Jonh Pierson
1482,43579,6,HHN,HAJ,30,A,Jonh Pierson
1483,43579,1,HHN,FLL,-10,A,Jonh Pierson
1485,43579,7,HAJ,SAP,10,A,Jonh Pierson
1486,43579,10,MIA,FLL,50,B,Jonh Pierson
1487,43579,1,MIA,TEG,60,C,Jonh Pierson
1488,43579,5,SAP,HAJ,10,A,Jonh Pierson
1489,43579,5,TEG,MIA,-20,A,Jonh Pierson
1490,43579,1,MIA,HAJ,-40,B,Jonh Pierson
1491,43579,8,MIA,FLL,-20,A,Jonh Pierson
1492,43579,10,SAP,HAJ,0,A,Jonh Pierson
1493,43579,8,MIA,HAJ,-30,A,Jonh Pierson
1494,43579,3,SAP,MIA,20,A,Jonh Pierson
1495,43579,8,FLL,MIA,40,B,Jonh Pierson
1496,43579,2,SAP,HHN,0,A,Jonh Pierson
1497,43579,7,SAP,FLL,20,A,Jonh Pierson
1498,43579,10,HAJ,SAP,50,B,Jonh Pierson
1499,43579,10,MIA,SAP,0,A,Jonh Pierson
1500,43579,8,HHN,SAP,10,A,Jonh Pierson
1501,43579,6,FLL,MIA,-40,B,Jonh Pierson
1502,43579,7,HAJ,SAP,20,A,Jonh Pierson
1503,43579,4,SAP,HAJ,50,B,Jonh Pierson
1506,43579,5,MIA,SAP,-60,C,Jonh Pierson
1508,43579,2,TEG,MIA,-50,B,Jonh Pierson
1509,43579,10,HAJ,FLL,-10,A,Jonh Pierson
1510,43579,7,FLL,HAJ,-10,A,Jonh Pierson
1511,43579,8,FLL,HAJ,50,B,Jonh Pierson
1513,43579,5,MIA,SAP,90,C,Jonh Pierson
1514,43579,6,HHN,SAP,0,A,Jonh Pierson
1515,43579,4,SAP,MIA,-20,A,Jonh Pierson
1516,43579,3,MIA,FLL,-20,A,Jonh Pierson
1517,43579,9,HHN,FLL,10,A,Jonh Pierson
1518,43579,10,HHN,HAJ,30,A,Jonh Pierson
1519,43579,8,SAP,HAJ,0,A,Jonh Pierson
1520,43579,6,HAJ,FLL,-10,A,Jonh Pierson
1521,43579,8,HAJ,TEG,-40,B,Jonh Pierson
1522,43579,9,FLL,SAP,-40,B,Jonh Pierson
1523,43579,1,TEG,SAP,-20,A,Jonh Pierson
1524,43579,7,TEG,SAP,-70,C,Jonh Pierson
1525,43579,7,MIA,FLL,50,B,Jonh Pierson
1526,43579,1,FLL,HAJ,0,A,Jonh Pierson
1527,43579,5,FLL,HAJ,20,A,Jonh Pierson
1528,43579,3,SAP,FLL,-80,C,Jonh Pierson
1529,43579,5,SAP,TEG,-10,A,Jonh Pierson
1530,43579,1,MIA,HAJ,0,A,Jonh Pierson
1531,43579,8,FLL,SAP,-30,A,Jonh Pierson
1532,43579,9,FLL,SAP,50,B,Jonh Pierson
1534,43579,3,SAP,MIA,-30,A,Jonh Pierson
1535,43579,3,HAJ,MIA,-60,C,Jonh Pierson
1536,43579,6,HAJ,SAP,-50,B,Jonh Pierson
1537,43579,10,HHN,HAJ,-10,A,Jonh Pierson
1538,43579,5,SAP,HAJ,60,C,Jonh Pierson
1539,43579,6,HAJ,SAP,0,A,Jonh Pierson
1542,43579,3,SAP,MIA,-60,C,Jonh Pierson
1544,43579,6,MIA,SAP,30,A,Jonh Pierson
1545,43579,6,SAP,TEG,-10,A,Jonh Pierson
1546,43579,9,TEG,MIA,20,A,Jonh Pierson
1547,43579,2,MIA,FLL,-10,A,Jonh Pierson
1549,43579,1,FLL,HAJ,10,A,Jonh Pierson
1551,43579,8,HAJ,SAP,-10,A,Jonh Pierson
1552,43579,9,FLL,SAP,40,B,Jonh Pierson
1553,43579,4,SAP,TEG,80,C,Jonh Pierson
1554,43579,5,HAJ,MIA,0,A,Jonh Pierson
1555,43579,5,SAP,FLL,50,B,Jonh Pierson
1556,43579,6,SAP,FLL,-70,C,Jonh Pierson
1557,43579,1,SAP,HAJ,40,B,Jonh Pierson
1558,43579,9,MIA,HAJ,0,A,Jonh Pierson
1559,43579,5,FLL,SAP,-10,A,Jonh Pierson
1561,43579,6,HAJ,SAP,40,B,Jonh Pierson
1562,43579,9,FLL,SAP,30,A,Jonh Pierson
1563,43579,10,TEG,FLL,-50,B,Jonh Pierson
1564,43579,3,HAJ,SAP,-20,A,Jonh Pierson
1565,43579,8,FLL,HHN,-20,A,Jonh Pierson
1566,43579,6,TEG,HHN,-20,A,Jonh Pierson
1568,43579,5,SAP,HAJ,-70,C,Jonh Pierson
1570,43579,1,HHN,SAP,-60,C,Jonh Pierson
1571,43579,3,SAP,TEG,-10,A,Jonh Pierson
1572,43579,2,SAP,MIA,10,A,Jonh Pierson
1573,43579,5,MIA,FLL,0,A,Jonh Pierson
1574,43579,3,MIA,FLL,-20,A,Jonh Pierson
1575,43579,5,SAP,HAJ,10,A,Jonh Pierson
1576,43579,8,TEG,HAJ,-60,C,Jonh Pierson
1577,43579,2,MIA,SAP,0,A,Jonh Pierson
1578,43579,9,FLL,SAP,-20,A,Jonh Pierson
1580,43579,3,SAP,MIA,20,A,Jonh Pierson
1581,43579,9,HHN,FLL,50,B,Jonh Pierson
1582,43579,1,HHN,FLL,-20,A,Jonh Pierson
1583,43579,7,SAP,HAJ,0,A,Jonh Pierson
1585,43579,1,MIA,HHN,-40,B,Jonh Pierson
1587,43579,8,TEG,HAJ,10,A,Jonh Pierson
1588,43579,8,MIA,SAP,-10,A,Jonh Pierson
1589,43579,7,FLL,SAP,0,A,Jonh Pierson
1590,43579,4,FLL,HAJ,30,A,Jonh Pierson
1591,43579,8,HAJ,FLL,40,B,Jonh Pierson
1592,43579,9,HHN,SAP,-20,A,Jonh Pierson
1593,43579,9,HHN,HAJ,-60,C,Jonh Pierson
1595,43579,10,HAJ,SAP,-40,B,Jonh Pierson
1597,43579,10,SAP,MIA,-40,B,Jonh Pierson
1598,43579,5,SAP,MIA,60,C,Jonh Pierson
1599,43579,4,MIA,SAP,30,A,Jonh Pierson
1600,43579,10,HHN,TEG,0,A,Jonh Pierson
1602,43579,9,HAJ,HHN,20,A,Jonh Pierson
1603,43579,9,SAP,HHN,-20,A,Jonh Pierson
1605,43579,9,SAP,HAJ,30,A,Jonh Pierson
1608,43579,3,MIA,TEG,30,A,Jonh Pierson
1609,43579,1,FLL,MIA,20,A,Jonh Pierson
1611,43579,2,HAJ,FLL,-10,A,Jonh Pierson
1613,43579,6,SAP,MIA,40,B,Jonh Pierson
1614,43579,7,HAJ,SAP,-50,B,Jonh Pierson
1615,43579,6,SAP,TEG,10,A,Jonh Pierson
1628,43579,9,SAP,FLL,-10,A,Jonh Pierson
1629,43579,1,MIA,HAJ,70,C,Jonh Pierson
1630,43579,2,MIA,HAJ,10,A,Jonh Pierson
1631,43579,1,SAP,FLL,10,A,Jonh Pierson
1632,43579,6,HAJ,SAP,10,A,Jonh Pierson
1634,43579,7,FLL,SAP,-10,A,Jonh Pierson
1635,43579,7,TEG,SAP,0,A,Jonh Pierson
1636,43579,7,MIA,SAP,-40,B,Jonh Pierson
1637,43579,6,FLL,MIA,40,B,Jonh Pierson
1638,43579,4,FLL,MIA,0,A,Jonh Pierson
1639,43579,4,SAP,FLL,-60,C,Jonh Pierson
1640,43579,1,SAP,HAJ,10,A,Jonh Pierson
1641,43579,6,SAP,HAJ,-30,A,Jonh Pierson
1642,43579,6,HHN,SAP,40,B,Jonh Pierson
1643,43579,8,HHN,SAP,0,A,Jonh Pierson
1645,43579,9,HAJ,HHN,-30,A,Jonh Pierson
1646,43579,1,MIA,SAP,-50,B,Jonh Pierson
1647,43579,1,SAP,MIA,40,B,Jonh Pierson
1648,43579,7,TEG,MIA,-70,C,Jonh Pierson
1649,43579,1,MIA,SAP,-10,A,Jonh Pierson
1650,43579,6,FLL,TEG,0,A,Jonh Pierson
1651,43579,6,FLL,MIA,-40,B,Jonh Pierson
1652,43579,2,HAJ,FLL,-20,A,Jonh Pierson
1653,43579,6,HAJ,FLL,10,A,Jonh Pierson
1654,43579,7,FLL,HAJ,-40,B,Jonh Pierson
1655,43579,9,TEG,HAJ,40,B,Jonh Pierson
1657,43579,4,HHN,SAP,10,A,Jonh Pierson
1658,43579,2,HHN,SAP,-60,C,Jonh Pierson
1659,43579,5,SAP,MIA,-10,A,Jonh Pierson
1660,43579,6,HAJ,MIA,0,A,Jonh Pierson
1662,43579,9,SAP,HAJ,-60,C,Jonh Pierson
1663,43579,1,TEG,HAJ,80,C,Jonh Pierson
1664,43579,8,MIA,FLL,-20,A,Jonh Pierson
1665,43579,9,FLL,TEG,50,B,Jonh Pierson
1666,43579,8,FLL,SAP,-40,B,Jonh Pierson
1667,43579,4,HHN,SAP,-50,B,Jonh Pierson
1668,43579,10,HHN,FLL,30,A,Jonh Pierson
1669,43579,1,SAP,HAJ,-20,A,Jonh Pierson
1671,43579,2,FLL,TEG,-10,A,Jonh Pierson
1672,43579,5,SAP,HAJ,50,B,Jonh Pierson
1673,43579,5,HAJ,FLL,20,A,Jonh Pierson
1674,43579,6,SAP,TEG,-40,B,Jonh Pierson
1676,43579,9,SAP,HHN,20,A,Jonh Pierson
1677,43579,9,SAP,HHN,-50,B,Jonh Pierson
1680,43579,3,FLL,MIA,60,C,Jonh Pierson
1681,43579,5,FLL,SAP,-20,A,Jonh Pierson
1682,43579,9,HAJ,TEG,0,A,Jonh Pierson
1683,43579,7,HAJ,SAP,-40,B,Jonh Pierson
1684,43579,8,FLL,HHN,-10,A,Jonh Pierson
1685,43579,6,TEG,HHN,10,A,Jonh Pierson
1686,43579,4,HAJ,SAP,-50,B,Jonh Pierson
1687,43579,4,SAP,MIA,0,A,Jonh Pierson
1688,43579,9,SAP,MIA,-90,C,Jonh Pierson
1690,43579,7,MIA,TEG,-60,C,Jonh Pierson
1692,43579,5,SAP,FLL,-10,A,Jonh Pierson
1693,43579,10,HAJ,TEG,0,A,Jonh Pierson
1694,43579,9,HAJ,SAP,0,A,Jonh Pierson
1695,43579,9,FLL,HHN,-10,A,Jonh Pierson
1696,43579,9,TEG,MIA,30,A,Jonh Pierson
1698,43579,1,HHN,TEG,40,B,Jonh Pierson
1699,43579,7,HHN,SAP,-30,A,Jonh Pierson
1700,43579,1,SAP,TEG,10,A,Jonh Pierson
1702,43579,8,MIA,FLL,-90,C,Jonh Pierson
1703,43579,6,SAP,FLL,-60,C,Jonh Pierson
1704,43579,4,TEG,HAJ,0,A,Jonh Pierson
1705,43579,6,MIA,HAJ,10,A,Jonh Pierson
1707,43579,3,SAP,TEG,10,A,Jonh Pierson
1708,43579,8,MIA,SAP,0,A,Jonh Pierson
1709,43579,6,MIA,HHN,10,A,Jonh Pierson
1710,43579,10,SAP,MIA,-20,A,Jonh Pierson
1712,43579,6,SAP,TEG,-20,A,Jonh Pierson
1713,43579,6,TEG,MIA,-30,A,Jonh Pierson
1714,43579,4,MIA,FLL,-10,A,Jonh Pierson
1716,43579,1,TEG,SAP,10,A,Jonh Pierson
1717,43579,2,SAP,HHN,60,C,Jonh Pierson
1719,43579,1,HHN,SAP,-10,A,Jonh Pierson
1720,43579,10,SAP,HAJ,40,B,Jonh Pierson
1721,43579,10,MIA,SAP,-20,A,Jonh Pierson
1722,43579,6,SAP,TEG,60,C,Jonh Pierson
1723,43579,1,TEG,SAP,-20,A,Jonh Pierson
1724,43579,5,MIA,HHN,40,B,Jonh Pierson
1725,43579,2,FLL,HHN,-80,C,Jonh Pierson
1726,43579,7,TEG,SAP,30,A,Jonh Pierson
1727,43579,4,SAP,TEG,0,A,Jonh Pierson
1728,43579,8,HHN,MIA,-40,B,Jonh Pierson
1729,43579,5,HHN,FLL,0,A,Jonh Pierson
1730,43579,2,SAP,FLL,-20,A,Jonh Pierson
1732,43579,2,SAP,HAJ,40,B,Jonh Pierson
1733,43579,9,SAP,HHN,-40,B,Jonh Pierson
1734,43579,6,TEG,SAP,-60,C,Jonh Pierson
1735,43579,8,MIA,HAJ,-10,A,Jonh Pierson
1736,43579,6,FLL,SAP,90,C,Jonh Pierson
1737,43579,4,FLL,SAP,-10,A,Jonh Pierson
1738,43579,2,HAJ,FLL,10,A,Jonh Pierson
1741,43579,5,SAP,HHN,0,A,Jonh Pierson
1743,43579,6,TEG,FLL,10,A,Jonh Pierson
1745,43579,3,TEG,SAP,-40,B,Jonh Pierson
1746,43579,4,TEG,HHN,40,B,Jonh Pierson
1747,43579,2,TEG,SAP,-70,C,Jonh Pierson
1748,43579,1,TEG,SAP,0,A,Jonh Pierson
1749,43579,3,TEG,MIA,0,A,Jonh Pierson
1750,43579,6,HHN,MIA,-50,B,Jonh Pierson
1752,43579,8,HAJ,TEG,0,A,Jonh Pierson
1757,43579,3,TEG,MIA,0,A,Jonh Pierson
1759,43579,5,FLL,SAP,0,A,Jonh Pierson
1760,43579,8,FLL,TEG,-10,A,Jonh Pierson
1761,43579,1,HAJ,MIA,-20,A,Jonh Pierson
1762,43579,6,HAJ,FLL,-20,A,Jonh Pierson
1764,43579,7,TEG,HAJ,-30,A,Jonh Pierson
1765,43579,2,SAP,HAJ,20,A,Jonh Pierson
1766,43579,4,HHN,SAP,-60,C,Jonh Pierson
1767,43579,2,HHN,SAP,-50,B,Jonh Pierson
1769,43579,1,HAJ,HHN,70,C,Jonh Pierson
1770,43579,6,MIA,SAP,-80,C,Jonh Pierson
1771,43579,9,SAP,MIA,-40,B,Jonh Pierson
1772,43579,5,TEG,MIA,-50,B,Jonh Pierson
1773,43579,1,MIA,SAP,-20,A,Jonh Pierson
1774,43579,8,FLL,TEG,60,C,Jonh Pierson
1775,43579,5,SAP,FLL,10,A,Jonh Pierson
1776,43579,3,HHN,TEG,-30,A,Jonh Pierson
1777,43579,1,HHN,SAP,-40,B,Jonh Pierson
1778,43579,8,SAP,HHN,0,A,Jonh Pierson
1779,43579,1,HAJ,MIA,-30,A,Jonh Pierson
1780,43579,2,MIA,FLL,-70,C,Jonh Pierson
1781,43579,3,SAP,HAJ,20,A,Jonh Pierson
1782,43579,6,TEG,HAJ,-30,A,Jonh Pierson
1783,43579,8,MIA,FLL,-40,B,Jonh Pierson
1784,43579,2,FLL,TEG,0,A,Jonh Pierson
1785,43579,5,TEG,SAP,-10,A,Jonh Pierson
1786,43579,2,MIA,HHN,0,A,Jonh Pierson
1787,43579,4,FLL,SAP,20,A,Jonh Pierson
1788,43579,8,TEG,SAP,-40,B,Jonh Pierson
1789,43579,6,SAP,MIA,20,A,Jonh Pierson
1790,43579,3,SAP,MIA,0,A,Jonh Pierson
1792,43579,3,HHN,TEG,40,B,Jonh Pierson
1793,43579,5,HHN,SAP,-10,A,Jonh Pierson
1795,43579,1,MIA,SAP,10,A,Jonh Pierson
1796,43579,3,MIA,SAP,30,A,Jonh Pierson
1797,43579,7,SAP,TEG,40,B,Jonh Pierson
1798,43579,4,TEG,MIA,-50,B,Jonh Pierson
1799,43579,2,MIA,FLL,-20,A,Jonh Pierson
1801,43579,4,TEG,SAP,0,A,Jonh Pierson
1802,43579,6,SAP,HHN,20,A,Jonh Pierson
1804,43579,3,HHN,SAP,-40,B,Jonh Pierson
1805,43579,9,SAP,HAJ,70,C,Jonh Pierson
1806,43579,5,HAJ,SAP,-60,C,Jonh Pierson
1808,43579,3,SAP,TEG,-20,A,Jonh Pierson
1809,43579,6,TEG,SAP,-70,C,Jonh Pierson
1810,43579,9,MIA,HHN,-30,A,Jonh Pierson
1811,43579,3,FLL,HHN,-10,A,Jonh Pierson
1812,43579,9,FLL,HAJ,10,A,Jonh Pierson
1813,43579,7,HAJ,FLL,-60,C,Jonh Pierson
1814,43579,1,HAJ,TEG,-30,A,Jonh Pierson
1815,43579,5,FLL,SAP,0,A,Jonh Pierson
1816,43579,8,TEG,HHN,40,B,Jonh Pierson
1817,43579,8,SAP,HHN,-10,A,Jonh Pierson
1818,43579,8,HHN,SAP,20,A,Jonh Pierson
1819,43579,5,HHN,HAJ,0,A,Jonh Pierson
1821,43579,7,HAJ,SAP,0,A,Jonh Pierson
1822,43579,1,HHN,FLL,30,A,Jonh Pierson
1823,43579,5,SAP,HAJ,10,A,Jonh Pierson
